Sr. No. ,Country ,State ,District ,City/Village/Area,Pincode
14234,India,Uttar Pradesh,Bareilly,Shergarh,243505
14235,India,Uttar Pradesh,Bareilly,Shivaji Marg,243003
14236,India,Uttar Pradesh,Bareilly,Shivpuri,243303
14237,India,Uttar Pradesh,Bareilly,Shivpuri Raudhauli,243506
14238,India,Uttar Pradesh,Bareilly,Shubhash Market,243003
14239,India,Uttar Pradesh,Bareilly,Shubhash Nagar,243003
14240,India,Uttar Pradesh,Bareilly,Shyam Ganj,243005
14241,India,Uttar Pradesh,Bareilly,Siatheri,243201
14242,India,Uttar Pradesh,Bareilly,Simaria,243504
14243,India,Uttar Pradesh,Bareilly,Simra Akbar Ganj,262203
14244,India,Uttar Pradesh,Bareilly,Simra Bahor Nagla,243503
14245,India,Uttar Pradesh,Bareilly,Simra Boripur,243004
14246,India,Uttar Pradesh,Bareilly,SINDHAULI,243504
14247,India,Uttar Pradesh,Bareilly,Singha,243402
14248,India,Uttar Pradesh,Bareilly,Sirauli,243303
14249,India,Uttar Pradesh,Bareilly,Sirohi,243401
14250,India,Uttar Pradesh,Bareilly,Sirsa Jagir,243501
14251,India,Uttar Pradesh,Bareilly,Sona,243303
14252,India,Uttar Pradesh,Bareilly,Soraha,243501
14253,India,Uttar Pradesh,Bareilly,Sudanpur,243302
14254,India,Uttar Pradesh,Bareilly,Sundari Amsah,262406
14255,India,Uttar Pradesh,Bareilly,Sunha,243503
14256,India,Uttar Pradesh,Bareilly,Surkha,243003
14257,India,Uttar Pradesh,Bareilly,Surla,243202
14258,India,Uttar Pradesh,Bareilly,Swale Nagar,243502
14259,India,Uttar Pradesh,Bareilly,Tanda,243301
14260,India,Uttar Pradesh,Bareilly,Tara Khas,243506
14261,India,Uttar Pradesh,Bareilly,Tehsil Aonla,243301
14262,India,Uttar Pradesh,Bareilly,Teolia,243502
14263,India,Uttar Pradesh,Bareilly,Thiria Nizawatkhan,243123
14264,India,Uttar Pradesh,Bareilly,Tiliapurbo,243502
14265,India,Uttar Pradesh,Bareilly,Tiswa,243506
14266,India,Uttar Pradesh,Bareilly,Umarsia,243004
14267,India,Uttar Pradesh,Bareilly,Urla,243301
14268,India,Uttar Pradesh,Bareilly,Yaqoobganj,243201
14269,India,Uttar Pradesh,Etah,Abhaipura,207241
14270,India,Uttar Pradesh,Etah,Achalpur,207125
14271,India,Uttar Pradesh,Etah,Ahamdabad B.O,207001
14272,India,Uttar Pradesh,Etah,Ahemadpur Nagla Dhanu B.O,207001
14273,India,Uttar Pradesh,Etah,Akbarpurkot,207247
14274,India,Uttar Pradesh,Etah,Aliganj,207247
14275,India,Uttar Pradesh,Etah,Alipur,207250
14276,India,Uttar Pradesh,Etah,Alliyapur,207244
14277,India,Uttar Pradesh,Etah,Amanpur,207241
14278,India,Uttar Pradesh,Etah,Ambarpur Rejor,207121
14279,India,Uttar Pradesh,Etah,Amirasa,207245
14280,India,Uttar Pradesh,Etah,Amraulirattanpur,207247
14281,India,Uttar Pradesh,Etah,Angadpur,207121
14282,India,Uttar Pradesh,Etah,Angriya,207247
14283,India,Uttar Pradesh,Etah,Arjunpur Nauabad,207241
14284,India,Uttar Pradesh,Etah,Aruna Nagar,207002
14285,India,Uttar Pradesh,Etah,Ashokpur,207243
14286,India,Uttar Pradesh,Etah,Aun,207246
14287,India,Uttar Pradesh,Etah,Aurangabad,207243
14288,India,Uttar Pradesh,Etah,Awagarh,207301
14289,India,Uttar Pradesh,Etah,Babsa B.O,207001
14290,India,Uttar Pradesh,Etah,Badhawali,207302
14291,India,Uttar Pradesh,Etah,Badria B.O,207001
14292,India,Uttar Pradesh,Etah,Bahadurpur,207401
14293,India,Uttar Pradesh,Etah,Bahdola,207243
14294,India,Uttar Pradesh,Etah,Bahora,207243
14295,India,Uttar Pradesh,Etah,Bahrojpur,207242
14296,India,Uttar Pradesh,Etah,Ballia,207243
14297,India,Uttar Pradesh,Etah,Banthal Kutukpur,207125
14298,India,Uttar Pradesh,Etah,Barabhodela,207301
14299,India,Uttar Pradesh,Etah,Barahdwari,207123
14300,India,Uttar Pradesh,Etah,Barahpur,207249
14301,India,Uttar Pradesh,Etah,Barai,207120
14302,India,Uttar Pradesh,Etah,Baraikalyanpur,207301
14303,India,Uttar Pradesh,Etah,Barauli B.O,207001
14304,India,Uttar Pradesh,Etah,Barigawan,207120
14305,India,Uttar Pradesh,Etah,Barna,207249
14306,India,Uttar Pradesh,Etah,Baroliya,207248
14307,India,Uttar Pradesh,Etah,Bastarmau,207242
14308,India,Uttar Pradesh,Etah,Basundhara,207301
14309,India,Uttar Pradesh,Etah,Baznagar,207402
14310,India,Uttar Pradesh,Etah,Begaur B.O,207001
14311,India,Uttar Pradesh,Etah,Behta,207123
14312,India,Uttar Pradesh,Etah,Beri,207401
14313,India,Uttar Pradesh,Etah,Berni,207302
14314,India,Uttar Pradesh,Etah,Bhadwas,207120
14315,India,Uttar Pradesh,Etah,Bhagipur B.O,207001
14316,India,Uttar Pradesh,Etah,Bhagwala B.O,207001
14317,India,Uttar Pradesh,Etah,Bhalol,207249
14318,India,Uttar Pradesh,Etah,Bhargain,207244
14319,India,Uttar Pradesh,Etah,Bhartoli,207121
14320,India,Uttar Pradesh,Etah,Bhaupura,207249
14321,India,Uttar Pradesh,Etah,Bhensrasi,207246
14322,India,Uttar Pradesh,Etah,Bhondela,207302
14323,India,Uttar Pradesh,Etah,Bhujpura,207246
14324,India,Uttar Pradesh,Etah,Bijauri B.O,207001
14325,India,Uttar Pradesh,Etah,Bijora,207244
14326,India,Uttar Pradesh,Etah,Bilram,207124
14327,India,Uttar Pradesh,Etah,Bilsad,207244
14328,India,Uttar Pradesh,Etah,Borakalan,207301
14329,India,Uttar Pradesh,Etah,Brahm Sajiwan,207003
14330,India,Uttar Pradesh,Etah,Burhenabad,207125
14331,India,Uttar Pradesh,Etah,Chaprai Sikandarpur,207121
14332,India,Uttar Pradesh,Etah,Chhachena B.O,207001
14333,India,Uttar Pradesh,Etah,Chhoti Nidhaoli B.O,207001
14334,India,Uttar Pradesh,Etah,Chirgawan,207302
14335,India,Uttar Pradesh,Etah,Chirola,207242
14336,India,Uttar Pradesh,Etah,Collectorate Compound,207001
14337,India,Uttar Pradesh,Etah,Daheliya,207249
14338,India,Uttar Pradesh,Etah,Daheliyapooth,207247
14339,India,Uttar Pradesh,Etah,Dalshahpur,207122
14340,India,Uttar Pradesh,Etah,Datai B.O,207001
14341,India,Uttar Pradesh,Etah,Datauli,207248
14342,India,Uttar Pradesh,Etah,Datingara,207247
14343,India,Uttar Pradesh,Etah,Devri Prahlad Pur B.O,207001
14344,India,Uttar Pradesh,Etah,Dharoli,207249
14345,India,Uttar Pradesh,Etah,Dhiramai,207125
14346,India,Uttar Pradesh,Etah,Dholeswar,207122
14347,India,Uttar Pradesh,Etah,Dholna B.O,207001
14348,India,Uttar Pradesh,Etah,Dhondhara,207246
14349,India,Uttar Pradesh,Etah,Dhumri,207248
14350,India,Uttar Pradesh,Etah,Etah,207001
14351,India,Uttar Pradesh,Etah,Fagnaul,207248
14352,India,Uttar Pradesh,Etah,Faroli,207245
14353,India,Uttar Pradesh,Etah,Fatehpur,207246
14354,India,Uttar Pradesh,Etah,Gahaitoo,207122
14355,India,Uttar Pradesh,Etah,Gahi,207247
14356,India,Uttar Pradesh,Etah,Gahrana,207301
14357,India,Uttar Pradesh,Etah,Gandhi Market,207001
14358,India,Uttar Pradesh,Etah,Ganehspur,207302
14359,India,Uttar Pradesh,Etah,Ganga Garh B.O,207001
14360,India,Uttar Pradesh,Etah,Garhi B.O,207001
14361,India,Uttar Pradesh,Etah,Garia Sheelam B.O,207001
14362,India,Uttar Pradesh,Etah,Gariya Jagannath,207244
14363,India,Uttar Pradesh,Etah,Garka,207242
14364,India,Uttar Pradesh,Etah,Gaupura,207402
14365,India,Uttar Pradesh,Etah,Ghansinghpur,207246
14366,India,Uttar Pradesh,Etah,Girora B.O,207001
14367,India,Uttar Pradesh,Etah,Gobra,207125
14368,India,Uttar Pradesh,Etah,Gorha,207123
14369,India,Uttar Pradesh,Etah,Goyati,207403
14370,India,Uttar Pradesh,Etah,Gudaun,207302
14371,India,Uttar Pradesh,Etah,Gunjdundwara,207242
14372,India,Uttar Pradesh,Etah,Harsena,207124
14373,India,Uttar Pradesh,Etah,Hathodaban,207243
14374,India,Uttar Pradesh,Etah,Hirondi B.O,207001
14375,India,Uttar Pradesh,Etah,Isauli,207302
14376,India,Uttar Pradesh,Etah,Ishara Purbi,207121
14377,India,Uttar Pradesh,Etah,Jagpura,207243
14378,India,Uttar Pradesh,Etah,Jahangirpur,207245
14379,India,Uttar Pradesh,Etah,Jainpura,207302
14380,India,Uttar Pradesh,Etah,Jaithra,207249
14381,India,Uttar Pradesh,Etah,Jakhera,207124
14382,India,Uttar Pradesh,Etah,Jalalpur Santhal,207248
14383,India,Uttar Pradesh,Etah,Jalesar,207302
14384,India,Uttar Pradesh,Etah,Jalukhera,207301
14385,India,Uttar Pradesh,Etah,Jamlapur B.O,207001
14386,India,Uttar Pradesh,Etah,Jamon,207302
14387,India,Uttar Pradesh,Etah,Jarani Kalan,207301
14388,India,Uttar Pradesh,Etah,Jasmai,207248
14389,India,Uttar Pradesh,Etah,Jasrathpur,207247
14390,India,Uttar Pradesh,Etah,Jeskhpur B.O,207001
14391,India,Uttar Pradesh,Etah,Jhinwar,207122
14392,India,Uttar Pradesh,Etah,Jiroliya,207249
14393,India,Uttar Pradesh,Etah,Jirsimi B.O,207001
14394,India,Uttar Pradesh,Etah,Jitauli,207120
14395,India,Uttar Pradesh,Etah,Jogamai Kalan,207120
14396,India,Uttar Pradesh,Etah,Junedpur,207247
14397,India,Uttar Pradesh,Etah,Kachhela,207245
14398,India,Uttar Pradesh,Etah,Kadarganj,207242
14399,India,Uttar Pradesh,Etah,Kadarwadi,207403
14400,India,Uttar Pradesh,Etah,Kagrool B.O,207001
14401,India,Uttar Pradesh,Etah,Kaila,207247
14402,India,Uttar Pradesh,Etah,Kakora,207247
14403,India,Uttar Pradesh,Etah,Kakrawali B.O,207001
14404,India,Uttar Pradesh,Etah,Kalua Teel Pur,207250
14405,India,Uttar Pradesh,Etah,Kamalpur,207246
14406,India,Uttar Pradesh,Etah,Kanar Kheraa,207401
14407,India,Uttar Pradesh,Etah,Kansuri B.O,207001
14408,India,Uttar Pradesh,Etah,Kantore B.O,207001
14409,India,Uttar Pradesh,Etah,Karampur,207242
14410,India,Uttar Pradesh,Etah,Karsana,207241
14411,India,Uttar Pradesh,Etah,Kartala B.O,207001
14412,India,Uttar Pradesh,Etah,Kasela,207248
14413,India,Uttar Pradesh,Etah,Kasganj RS,207123
14414,India,Uttar Pradesh,Etah,Kasganj,207123
14415,India,Uttar Pradesh,Etah,Kashon B.O,207001
14416,India,Uttar Pradesh,Etah,Kawar,207121
14417,India,Uttar Pradesh,Etah,Kayampur Baheria,207123
14418,India,Uttar Pradesh,Etah,Khaddua B.O,207001
14419,India,Uttar Pradesh,Etah,Khaduya,207243
14420,India,Uttar Pradesh,Etah,Khairpur,207403
14421,India,Uttar Pradesh,Etah,Kharsulia,207250
14422,India,Uttar Pradesh,Etah,Khatout,207301
14423,India,Uttar Pradesh,Etah,Khiriya Patti,207246
14424,India,Uttar Pradesh,Etah,Khirya Nagar Shah,207249
14425,India,Uttar Pradesh,Etah,Khojpur,207245
14426,India,Uttar Pradesh,Etah,Kinawa B.O,207001
14427,India,Uttar Pradesh,Etah,Kisarauli,207124
14428,India,Uttar Pradesh,Etah,Kudhar,207124
14429,India,Uttar Pradesh,Etah,Kumraua,207124
14430,India,Uttar Pradesh,Etah,Kutukpur Kaseri,207401
14431,India,Uttar Pradesh,Etah,Lalgarhi B.O,207001
14432,India,Uttar Pradesh,Etah,Lodhamai,207125
14433,India,Uttar Pradesh,Etah,Lothra,207121
14434,India,Uttar Pradesh,Etah,Loya Badshapur B.O,207001
14435,India,Uttar Pradesh,Etah,Luhari Kherra,207244
14436,India,Uttar Pradesh,Etah,Magrauli,207122
14437,India,Uttar Pradesh,Etah,Magthara,207246
14438,India,Uttar Pradesh,Etah,Mahawar,207124
14439,India,Uttar Pradesh,Etah,Mahdva,207123
14440,India,Uttar Pradesh,Etah,Mahua Khaira B.O,207001
14441,India,Uttar Pradesh,Etah,Majhola,207244
14442,India,Uttar Pradesh,Etah,Maksud Pur,207302
14443,India,Uttar Pradesh,Etah,Malikpur,207403
14444,India,Uttar Pradesh,Etah,Malwan B.O,207001
14445,India,Uttar Pradesh,Etah,Manora,207122
14446,India,Uttar Pradesh,Etah,Marehara,207401
14447,India,Uttar Pradesh,Etah,Margayan,207122
14448,India,Uttar Pradesh,Etah,Marthara Bhagwandas B.O,207001
14449,India,Uttar Pradesh,Etah,Mehmood Pur Pukhata,207403
14450,India,Uttar Pradesh,Etah,Mehni Sora,207401
14451,India,Uttar Pradesh,Etah,Meidupura,207249
14452,India,Uttar Pradesh,Etah,Midhola Bujurg,207242
14453,India,Uttar Pradesh,Etah,Mihari,207123
14454,India,Uttar Pradesh,Etah,Milawali B.O,207001
14455,India,Uttar Pradesh,Etah,Mirehachi,207125
14456,India,Uttar Pradesh,Etah,Misauli,207302
14457,India,Uttar Pradesh,Etah,Mitraul,207122
14458,India,Uttar Pradesh,Etah,Mohammadnagar Bajhera,207247
14459,India,Uttar Pradesh,Etah,Mohani Mamoorganj,207401
14460,India,Uttar Pradesh,Etah,Mohanpur,207242
14461,India,Uttar Pradesh,Etah,Mohanpura B.O,207001
14462,India,Uttar Pradesh,Etah,Mokampur,207244
14463,India,Uttar Pradesh,Etah,Mubarik Pur Mafi,207124
14464,India,Uttar Pradesh,Etah,Muiddinpur,207120
14465,India,Uttar Pradesh,Etah,Myasur,207245
14466,India,Uttar Pradesh,Etah,Myau,207243
14467,India,Uttar Pradesh,Etah,Nadarmai,207241
14468,India,Uttar Pradesh,Etah,Nadrai B.O,207001
14469,India,Uttar Pradesh,Etah,Nadrala,207247
14470,India,Uttar Pradesh,Etah,Nagla Anni,207302
14471,India,Uttar Pradesh,Etah,Nagla Bhimsen,207242
14472,India,Uttar Pradesh,Etah,Nagla Gajpat,207247
14473,India,Uttar Pradesh,Etah,Nagla Galu B.O,207001
14474,India,Uttar Pradesh,Etah,Nagla Katila,207123
14475,India,Uttar Pradesh,Etah,Nagla Khilli B.O,207001
14476,India,Uttar Pradesh,Etah,Nagla Leeladhar,207249
14477,India,Uttar Pradesh,Etah,Nagla Pawal B.O,207001
14478,India,Uttar Pradesh,Etah,Nagla Pohpi,207244
14479,India,Uttar Pradesh,Etah,Nameni,207124
14480,India,Uttar Pradesh,Etah,Nandpur Bailamay,207121
14481,India,Uttar Pradesh,Etah,Narau,207302
14482,India,Uttar Pradesh,Etah,Nardoli,207243
14483,India,Uttar Pradesh,Etah,Narthar,207243
14484,India,Uttar Pradesh,Etah,Narura,207301
14485,India,Uttar Pradesh,Etah,Naugaon,207246
14486,India,Uttar Pradesh,Etah,Naukhera,207302
14487,India,Uttar Pradesh,Etah,Nawab Ganj B.O,207001
14488,India,Uttar Pradesh,Etah,Naya Bans,207125
14489,India,Uttar Pradesh,Etah,Neem Khera,207302
14490,India,Uttar Pradesh,Etah,Neoli,207402
14491,India,Uttar Pradesh,Etah,Neorai B.O,207001
14492,India,Uttar Pradesh,Etah,Nidholi Kalan,207122
14493,India,Uttar Pradesh,Etah,Nigoh Hasanpur B.O,207001
14494,India,Uttar Pradesh,Etah,Pachgain,207124
14495,India,Uttar Pradesh,Etah,Pamas B.O,207001
14496,India,Uttar Pradesh,Etah,Pardanapur,207247
14497,India,Uttar Pradesh,Etah,Parson B.O,207001
14498,India,Uttar Pradesh,Etah,Partappur,207241
14499,India,Uttar Pradesh,Etah,Pathreki,207123
14500,India,Uttar Pradesh,Etah,Patiali Gate,207001
14501,India,Uttar Pradesh,Etah,Patiali,207243
14502,India,Uttar Pradesh,Etah,Peepal Khairia,207121
14503,India,Uttar Pradesh,Etah,Phaphoto B.O,207001
14504,India,Uttar Pradesh,Etah,Pidora,207401
14505,India,Uttar Pradesh,Etah,Pilkhatra,207302
14506,India,Uttar Pradesh,Etah,Pilkhuni,207246
14507,India,Uttar Pradesh,Etah,Pilua,207120
14508,India,Uttar Pradesh,Etah,Pinjari,207249
14509,India,Uttar Pradesh,Etah,Pipehra,207301
14510,India,Uttar Pradesh,Etah,Pithanpur,207246
14511,India,Uttar Pradesh,Etah,Piwari,207401
14512,India,Uttar Pradesh,Etah,Pondari,207301
14513,India,Uttar Pradesh,Etah,Punhera,207302
14514,India,Uttar Pradesh,Etah,Puraon B.O,207001
14515,India,Uttar Pradesh,Etah,Raja Ka Rampur,207244
14516,India,Uttar Pradesh,Etah,Raja Rijola,207243
14517,India,Uttar Pradesh,Etah,Rajepur Kurra,207243
14518,India,Uttar Pradesh,Etah,Rajmal,207302
14519,India,Uttar Pradesh,Etah,Rajpur B.O,207001
14520,India,Uttar Pradesh,Etah,Rajwali,207302
14521,India,Uttar Pradesh,Etah,Rarpatti B.O,207001
14522,India,Uttar Pradesh,Etah,Rejua,207302
14523,India,Uttar Pradesh,Etah,Rekhpur,207123
14524,India,Uttar Pradesh,Etah,Rijor B.O,207001
14525,India,Uttar Pradesh,Etah,Rohina Mirjapur,207301
14526,India,Uttar Pradesh,Etah,Roshan Nagar,207402
14527,India,Uttar Pradesh,Etah,Rupdhani,207248
14528,India,Uttar Pradesh,Etah,Rustamgarh B.O,207001
14529,India,Uttar Pradesh,Etah,Sahadat Nagar,207249
14530,India,Uttar Pradesh,Etah,Sahawar,207245
14531,India,Uttar Pradesh,Etah,Sahori,207243
14532,India,Uttar Pradesh,Etah,Saina Kalan,207121
14533,India,Uttar Pradesh,Etah,Sakeet,207121
14534,India,Uttar Pradesh,Etah,Salai,207123
14535,India,Uttar Pradesh,Etah,Salempur Bebe,207403
14536,India,Uttar Pradesh,Etah,Salempur Pironda,207401
14537,India,Uttar Pradesh,Etah,Samaspur,207242
14538,India,Uttar Pradesh,Etah,Samaspur Dengri,207241
14539,India,Uttar Pradesh,Etah,Sanauri Khas,207243
14540,India,Uttar Pradesh,Etah,Sarai Aghat,207250
14541,India,Uttar Pradesh,Etah,Sarai Neem,207302
14542,India,Uttar Pradesh,Etah,Sarauth,207247
14543,India,Uttar Pradesh,Etah,Sarawal,207248
14544,India,Uttar Pradesh,Etah,Sarnau B.O,207001
14545,India,Uttar Pradesh,Etah,Sarsai Narau,207241
14546,India,Uttar Pradesh,Etah,Sarutiya,207247
14547,India,Uttar Pradesh,Etah,Sarvodaya Ashram B.O,207001
14548,India,Uttar Pradesh,Etah,Shahnagar Timarua,207302
14549,India,Uttar Pradesh,Etah,Shahpur Tehla,207244
14550,India,Uttar Pradesh,Etah,Shakrauli,207302
14551,India,Uttar Pradesh,Etah,Sheetal Pur B.O,207001
14552,India,Uttar Pradesh,Etah,Sheorai,207125
14553,India,Uttar Pradesh,Etah,Shikhpura,207248
14554,India,Uttar Pradesh,Etah,Sikehara,207242
14555,India,Uttar Pradesh,Etah,Simrau,207302
14556,India,Uttar Pradesh,Etah,Singpur,207242
14557,India,Uttar Pradesh,Etah,Sirawali,207403
14558,India,Uttar Pradesh,Etah,Sirhpura,207246
14559,India,Uttar Pradesh,Etah,Sirsa Tippu,207125
14560,India,Uttar Pradesh,Etah,Songra,207120
14561,India,Uttar Pradesh,Etah,Sonhar B.O,207001
14562,India,Uttar Pradesh,Etah,Soron,207403
14563,India,Uttar Pradesh,Etah,Suhagpur,207249
14564,India,Uttar Pradesh,Etah,Sujrai,207241
14565,India,Uttar Pradesh,Etah,Sultanpur,207246
14566,India,Uttar Pradesh,Etah,Sunngarhi,207242
14567,India,Uttar Pradesh,Etah,Takhawan,207302
14568,India,Uttar Pradesh,Etah,Targawan,207249
14569,India,Uttar Pradesh,Etah,Thana Darioganj,207243
14570,India,Uttar Pradesh,Etah,Tharachithara,207241
14571,India,Uttar Pradesh,Etah,Tikathar,207301
14572,India,Uttar Pradesh,Etah,Tilsai,207123
14573,India,Uttar Pradesh,Etah,Tirlokpur,207401
14574,India,Uttar Pradesh,Etah,Ubhai Asadnagar,207247
14575,India,Uttar Pradesh,Etah,Udaipura,207248
14576,India,Uttar Pradesh,Etah,Ummargarh,207302
14577,India,Uttar Pradesh,Etah,Virahampuri,207403
14578,India,Uttar Pradesh,Etah,Wazirpur B.O,207001
14579,India,Uttar Pradesh,Etah,Yakootganj,207245
14580,India,Uttar Pradesh,Faizabad,Abboopur,224116
14581,India,Uttar Pradesh,Faizabad,Acharya Nagar,224001
14582,India,Uttar Pradesh,Faizabad,Achhora,224225
14583,India,Uttar Pradesh,Faizabad,Adilpur,224208
14584,India,Uttar Pradesh,Faizabad,Ahiran Subansh,224225
14585,India,Uttar Pradesh,Faizabad,Alnabhari,224161
14586,India,Uttar Pradesh,Faizabad,Alwalpur,224135
14587,India,Uttar Pradesh,Faizabad,Amaniganj,224121
14588,India,Uttar Pradesh,Faizabad,Amsin,224141
14589,India,Uttar Pradesh,Faizabad,Anjrauli,224164
14590,India,Uttar Pradesh,Faizabad,Ankaripur,224141
14591,India,Uttar Pradesh,Faizabad,Arsath,224209
14592,India,Uttar Pradesh,Faizabad,Arthar,224188
14593,India,Uttar Pradesh,Faizabad,Asrewa,224207
14594,India,Uttar Pradesh,Faizabad,Ayodhya RS,224123
14595,India,Uttar Pradesh,Faizabad,Baidarapur,224189
14596,India,Uttar Pradesh,Faizabad,Baihari,224161
14597,India,Uttar Pradesh,Faizabad,Bainti,224209
14598,India,Uttar Pradesh,Faizabad,Bakauli,224121
14599,India,Uttar Pradesh,Faizabad,Bakchuna,224153
14600,India,Uttar Pradesh,Faizabad,Bala Paikauli,224141
14601,India,Uttar Pradesh,Faizabad,Ballipur,224204
14602,India,Uttar Pradesh,Faizabad,Bandanpur,224141
14603,India,Uttar Pradesh,Faizabad,Banket,224204
14604,India,Uttar Pradesh,Faizabad,Banswar Kalan,224208
14605,India,Uttar Pradesh,Faizabad,Baragaon RS,224126
14606,India,Uttar Pradesh,Faizabad,Barauli,224153
14607,India,Uttar Pradesh,Faizabad,Barwa,224182
14608,India,Uttar Pradesh,Faizabad,Basantpur,224206
14609,India,Uttar Pradesh,Faizabad,Basawan,224228
14610,India,Uttar Pradesh,Faizabad,Bawan,224229
14611,India,Uttar Pradesh,Faizabad,Benawa,224161
14612,India,Uttar Pradesh,Faizabad,Beni Gaddopur,224203
14613,India,Uttar Pradesh,Faizabad,Benipur,224152
14614,India,Uttar Pradesh,Faizabad,Benipur,224209
14615,India,Uttar Pradesh,Faizabad,Beraspur,224161
14616,India,Uttar Pradesh,Faizabad,Bhakhauli,224153
14617,India,Uttar Pradesh,Faizabad,Bhav Nathpur,224206
14618,India,Uttar Pradesh,Faizabad,Bhawapur,224204
14619,India,Uttar Pradesh,Faizabad,Bhilsar,224116
14620,India,Uttar Pradesh,Faizabad,Bhimatali,224164
14621,India,Uttar Pradesh,Faizabad,Bhitaura,224188
14622,India,Uttar Pradesh,Faizabad,Bhitergaon,224209
14623,India,Uttar Pradesh,Faizabad,Bhoya,224161
14624,India,Uttar Pradesh,Faizabad,Bikapur,224204
14625,India,Uttar Pradesh,Faizabad,Birauli,224229
14626,India,Uttar Pradesh,Faizabad,Bodahari,224206
14627,India,Uttar Pradesh,Faizabad,Chachikpur,224141
14628,India,Uttar Pradesh,Faizabad,Chamela,224208
14629,India,Uttar Pradesh,Faizabad,Chandaura,224121
14630,India,Uttar Pradesh,Faizabad,Chandramau,224118
14631,India,Uttar Pradesh,Faizabad,Chaurebazar,224209
14632,India,Uttar Pradesh,Faizabad,Chirauli,224228
14633,India,Uttar Pradesh,Faizabad,Chirra Mohammad Pur B.O,224001
14634,India,Uttar Pradesh,Faizabad,Chitaura,224164
14635,India,Uttar Pradesh,Faizabad,Chwardhar,224204
14636,India,Uttar Pradesh,Faizabad,Dadera,224135
14637,India,Uttar Pradesh,Faizabad,Darshan Nagar,224135
14638,India,Uttar Pradesh,Faizabad,Dasauli,224201
14639,India,Uttar Pradesh,Faizabad,Dashrathpur,224204
14640,India,Uttar Pradesh,Faizabad,Dehriyawan,224207
14641,India,Uttar Pradesh,Faizabad,Deogaon,224153
14642,India,Uttar Pradesh,Faizabad,Deokali,224001
14643,India,Uttar Pradesh,Faizabad,Deorhi,224189
14644,India,Uttar Pradesh,Faizabad,Dhanaicha,224164
14645,India,Uttar Pradesh,Faizabad,Dharamarg,224001
14646,India,Uttar Pradesh,Faizabad,Dharauli,224121
14647,India,Uttar Pradesh,Faizabad,Dharehata Dashrathpur,224204
14648,India,Uttar Pradesh,Faizabad,Dhema Vaish,224284
14649,India,Uttar Pradesh,Faizabad,Dilasiganj,224161
14650,India,Uttar Pradesh,Faizabad,Faizabad Cantt,224001
14651,India,Uttar Pradesh,Faizabad,Faizabad City,224001
14652,India,Uttar Pradesh,Faizabad,Faizabad,224001
14653,India,Uttar Pradesh,Faizabad,Faizabad Kutchery,224001
14654,India,Uttar Pradesh,Faizabad,Faizabad RS,224001
14655,India,Uttar Pradesh,Faizabad,Fatehganj,224001
14656,India,Uttar Pradesh,Faizabad,Fatehpur Kamasin,224141
14657,India,Uttar Pradesh,Faizabad,Gaddopur,224121
14658,India,Uttar Pradesh,Faizabad,Gadopur Majhwa B.O,224001
14659,India,Uttar Pradesh,Faizabad,Gauhania,224121
14660,India,Uttar Pradesh,Faizabad,Gauhanna Qanoongo,224127
14661,India,Uttar Pradesh,Faizabad,Gaura,224204
14662,India,Uttar Pradesh,Faizabad,Gayaspur,224204
14663,India,Uttar Pradesh,Faizabad,Gayasuddinpur,224207
14664,India,Uttar Pradesh,Faizabad,Ghatauli,224164
